# ells, tt, te, ee, bb
1.940000000000000000e+02 5.619326673790129288e-07 0.000000000000000000e+00 1.123865334758026281e-06 1.123865334758026281e-06
1.950000000000000000e+02 5.619443986094052459e-07 0.000000000000000000e+00 1.123888797218810915e-06 1.123888797218810915e-06
1.960000000000000000e+02 5.619561903603046090e-07 0.000000000000000000e+00 1.123912380720609218e-06 1.123912380720609218e-06
1.970000000000000000e+02 5.619680426348775447e-07 0.000000000000000000e+00 1.123936085269755301e-06 1.123936085269755301e-06
1.980000000000000000e+02 5.619799554363077325e-07 0.000000000000000000e+00 1.123959910872616100e-06 1.123959910872616100e-06
1.990000000000000000e+02 5.619919287677949449e-07 0.000000000000000000e+00 1.123983857535589890e-06 1.123983857535589890e-06
2.000000000000000000e+02 5.620039626325549428e-07 0.000000000000000000e+00 1.124007925265109886e-06 1.124007925265109886e-06
2.010000000000000000e+02 5.620160570338195802e-07 0.000000000000000000e+00 1.124032114067639796e-06 1.124032114067639796e-06
2.020000000000000000e+02 5.620282119748381815e-07 0.000000000000000000e+00 1.124056423949676363e-06 1.124056423949676363e-06
2.030000000000000000e+02 5.620404274588746821e-07 0.000000000000000000e+00 1.124080854917750000e-06 1.124080854917750000e-06
2.040000000000000000e+02 5.620527034892108055e-07 0.000000000000000000e+00 1.124105406978421823e-06 1.124105406978421823e-06
2.050000000000000000e+02 5.620650400691435214e-07 0.000000000000000000e+00 1.124130080138287255e-06 1.124130080138287255e-06
2.060000000000000000e+02 5.620774372019863170e-07 0.000000000000000000e+00 1.124154874403972634e-06 1.124154874403972634e-06
2.070000000000000000e+02 5.620898948910688786e-07 0.000000000000000000e+00 1.124179789782137969e-06 1.124179789782137969e-06
2.080000000000000000e+02 5.621024131397374099e-07 0.000000000000000000e+00 1.124204826279475243e-06 1.124204826279475243e-06
2.090000000000000000e+02 5.621149919513548436e-07 0.000000000000000000e+00 1.124229983902709687e-06 1.124229983902709687e-06
2.100000000000000000e+02 5.621276313292991469e-07 0.000000000000000000e+00 1.124255262658598506e-06 1.124255262658598506e-06
2.110000000000000000e+02 5.621403312769657574e-07 0.000000000000000000e+00 1.124280662553931515e-06 1.124280662553931515e-06
2.120000000000000000e+02 5.621530917977653591e-07 0.000000000000000000e+00 1.124306183595530718e-06 1.124306183595530718e-06
2.130000000000000000e+02 5.621659128951258943e-07 0.000000000000000000e+00 1.124331825790252212e-06 1.124331825790252212e-06
2.140000000000000000e+02 5.621787945724911873e-07 0.000000000000000000e+00 1.124357589144982798e-06 1.124357589144982798e-06
2.150000000000000000e+02 5.621917368333210499e-07 0.000000000000000000e+00 1.124383473666642735e-06 1.124383473666642735e-06
2.160000000000000000e+02 5.622047396810922349e-07 0.000000000000000000e+00 1.124409479362184893e-06 1.124409479362184893e-06
2.170000000000000000e+02 5.622178031192969530e-07 0.000000000000000000e+00 1.124435606238593906e-06 1.124435606238593906e-06
2.180000000000000000e+02 5.622309271514444620e-07 0.000000000000000000e+00 1.124461854302889136e-06 1.124461854302889136e-06
2.190000000000000000e+02 5.622441117810593717e-07 0.000000000000000000e+00 1.124488223562119167e-06 1.124488223562119167e-06
2.200000000000000000e+02 5.622573570116839739e-07 0.000000000000000000e+00 1.124514714023368795e-06 1.124514714023368795e-06
2.210000000000000000e+02 5.622706628468758070e-07 0.000000000000000000e+00 1.124541325693752037e-06 1.124541325693752037e-06
2.220000000000000000e+02 5.622840292902090324e-07 0.000000000000000000e+00 1.124568058580418065e-06 1.124568058580418065e-06
2.230000000000000000e+02 5.622974563452739051e-07 0.000000000000000000e+00 1.124594912690547387e-06 1.124594912690547387e-06
2.240000000000000000e+02 5.623109440156765620e-07 0.000000000000000000e+00 1.124621888031353759e-06 1.124621888031353759e-06
2.250000000000000000e+02 5.623244923050408218e-07 0.000000000000000000e+00 1.124648984610082279e-06 1.124648984610082279e-06
2.260000000000000000e+02 5.623381012170057499e-07 0.000000000000000000e+00 1.124676202434011923e-06 1.124676202434011923e-06
2.270000000000000000e+02 5.623517707552267169e-07 0.000000000000000000e+00 1.124703541510453857e-06 1.124703541510453857e-06
2.280000000000000000e+02 5.623655009233757165e-07 0.000000000000000000e+00 1.124731001846751856e-06 1.124731001846751856e-06
2.290000000000000000e+02 5.623792917251409419e-07 0.000000000000000000e+00 1.124758583450282096e-06 1.124758583450282096e-06
2.300000000000000000e+02 5.623931431642266799e-07 0.000000000000000000e+00 1.124786286328453360e-06 1.124786286328453360e-06
2.310000000000000000e+02 5.624070552443536288e-07 0.000000000000000000e+00 1.124814110488707893e-06 1.124814110488707893e-06
