# ells, tt, te, ee, bb
1.610000000000000000e+02 1.542808511750286890e-06 0.000000000000000000e+00 3.085617023500574627e-06 3.085617023500574627e-06
1.620000000000000000e+02 1.542835263313666874e-06 0.000000000000000000e+00 3.085670526627334171e-06 3.085670526627334171e-06
1.630000000000000000e+02 1.542862180911662520e-06 0.000000000000000000e+00 3.085724361823325041e-06 3.085724361823325041e-06
1.640000000000000000e+02 1.542889264551504526e-06 0.000000000000000000e+00 3.085778529103009052e-06 3.085778529103009052e-06
1.650000000000000000e+02 1.542916514240468480e-06 0.000000000000000000e+00 3.085833028480936960e-06 3.085833028480936960e-06
1.660000000000000000e+02 1.542943929985874865e-06 0.000000000000000000e+00 3.085887859971751424e-06 3.085887859971751424e-06
1.670000000000000000e+02 1.542971511795089691e-06 0.000000000000000000e+00 3.085943023590179806e-06 3.085943023590179806e-06
1.680000000000000000e+02 1.542999259675520897e-06 0.000000000000000000e+00 3.085998519351043064e-06 3.085998519351043064e-06
1.690000000000000000e+02 1.543027173634623854e-06 0.000000000000000000e+00 3.086054347269248555e-06 3.086054347269248555e-06
1.700000000000000000e+02 1.543055253679896711e-06 0.000000000000000000e+00 3.086110507359794269e-06 3.086110507359794269e-06
1.710000000000000000e+02 1.543083499818883565e-06 0.000000000000000000e+00 3.086166999637767131e-06 3.086166999637767131e-06
1.720000000000000000e+02 1.543111912059171292e-06 0.000000000000000000e+00 3.086223824118344279e-06 3.086223824118344279e-06
1.730000000000000000e+02 1.543140490408395046e-06 0.000000000000000000e+00 3.086280980816790940e-06 3.086280980816790940e-06
1.740000000000000000e+02 1.543169234874231064e-06 0.000000000000000000e+00 3.086338469748461280e-06 3.086338469748461280e-06
1.750000000000000000e+02 1.543198145464400050e-06 0.000000000000000000e+00 3.086396290928801793e-06 3.086396290928801793e-06
1.760000000000000000e+02 1.543227222186670567e-06 0.000000000000000000e+00 3.086454444373341134e-06 3.086454444373341134e-06
1.770000000000000000e+02 1.543256465048852683e-06 0.000000000000000000e+00 3.086512930097706213e-06 3.086512930097706213e-06
1.780000000000000000e+02 1.543285874058803475e-06 0.000000000000000000e+00 3.086571748117606950e-06 3.086571748117606950e-06
1.790000000000000000e+02 1.543315449224423219e-06 0.000000000000000000e+00 3.086630898448847709e-06 3.086630898448847709e-06
1.800000000000000000e+02 1.543345190553656874e-06 0.000000000000000000e+00 3.086690381107315018e-06 3.086690381107315018e-06
1.810000000000000000e+02 1.543375098054495558e-06 0.000000000000000000e+00 3.086750196108992387e-06 3.086750196108992387e-06
1.820000000000000000e+02 1.543405171734973169e-06 0.000000000000000000e+00 3.086810343469946338e-06 3.086810343469946338e-06
1.830000000000000000e+02 1.543435411603168494e-06 0.000000000000000000e+00 3.086870823206338259e-06 3.086870823206338259e-06
1.840000000000000000e+02 1.543465817667206698e-06 0.000000000000000000e+00 3.086931635334414242e-06 3.086931635334414242e-06
1.850000000000000000e+02 1.543496389935255718e-06 0.000000000000000000e+00 3.086992779870513130e-06 3.086992779870513130e-06
1.860000000000000000e+02 1.543527128415529233e-06 0.000000000000000000e+00 3.087054256831060161e-06 3.087054256831060161e-06
