# ells, tt, te, ee, bb, kk
1.420000000000000000e+02 1.273498404738809597e+00 -1.396293131689971441e-02 3.460992530996091364e-04 2.314649296213917037e-07 1.234696966062324543e-07
1.430000000000000000e+02 1.266207433408832239e+00 -1.383488619061734419e-02 3.408990788392089548e-04 2.313173900267396832e-07 1.227468719492717455e-07
1.440000000000000000e+02 1.258964514176275529e+00 -1.370267808463002460e-02 3.356640007982123570e-04 2.311728934113421589e-07 1.220299866916846864e-07
1.450000000000000000e+02 1.251769995043731099e+00 -1.356636183081211255e-02 3.303947388343648041e-04 2.310313761629788138e-07 1.213190126681846336e-07
1.460000000000000000e+02 1.244615479747708475e+00 -1.342607859566003446e-02 3.250985173311268404e-04 2.308927418502677546e-07 1.206139501329024882e-07
1.470000000000000000e+02 1.237499435554905380e+00 -1.328185691712719697e-02 3.197800437337410527e-04 2.307568635316338888e-07 1.199147141304782988e-07
1.480000000000000000e+02 1.230418274125971489e+00 -1.313381062312813166e-02 3.144416709133995911e-04 2.306235863964136375e-07 1.192213332270357958e-07
1.490000000000000000e+02 1.223368479473459836e+00 -1.298200696235948109e-02 3.090877208795612756e-04 2.304927305392487273e-07 1.185337048216555154e-07
1.500000000000000000e+02 1.216346313968719173e+00 -1.282650825838160813e-02 3.037222748901664869e-04 2.303640939677560572e-07 1.178518349103416013e-07
1.510000000000000000e+02 1.209346090966033405e+00 -1.266741535525199754e-02 2.983492020476847888e-04 2.302374557507703081e-07 1.171756411182630821e-07
1.520000000000000000e+02 1.202370435075415855e+00 -1.250482573269881201e-02 2.929721750866652857e-04 2.301125793122127697e-07 1.165050417559298288e-07
1.530000000000000000e+02 1.195415881062806163e+00 -1.233883363890162649e-02 2.875966607224266294e-04 2.299892157412013897e-07 1.158400375886634127e-07
1.540000000000000000e+02 1.188483041172076815e+00 -1.216956932379327679e-02 2.822278454968189538e-04 2.298671072669439361e-07 1.151805062199758979e-07
1.550000000000000000e+02 1.181570555813094447e+00 -1.199710014017820250e-02 2.768667886878035033e-04 2.297459906379311528e-07 1.145264481352984254e-07
1.560000000000000000e+02 1.174680935647919089e+00 -1.182154878373976349e-02 2.715202093060536926e-04 2.296256005737809911e-07 1.138777822415763235e-07
1.570000000000000000e+02 1.167809028416539885e+00 -1.164299565848162313e-02 2.661888377291590389e-04 2.295056731285473832e-07 1.132344547561718148e-07
1.580000000000000000e+02 1.160957361908915519e+00 -1.146153717524947893e-02 2.608807921595536743e-04 2.293859489554880881e-07 1.125963854369691616e-07
1.590000000000000000e+02 1.154122825377575712e+00 -1.127726634141064388e-02 2.555964390390373544e-04 2.292661765355279381e-07 1.119635869433652529e-07
1.600000000000000000e+02 1.147304265234158960e+00 -1.109029101596761477e-02 2.503415512850088614e-04 2.291461151755158141e-07 1.113359263312822170e-07
1.610000000000000000e+02 1.140496998096079739e+00 -1.090067923641225948e-02 2.451198162746431701e-04 2.290255378922805640e-07 1.107133767343971737e-07
1.620000000000000000e+02 1.133700098346659413e+00 -1.070854995704384471e-02 2.399347269537586340e-04 2.289042341044219550e-07 1.100959107491831980e-07
1.630000000000000000e+02 1.126912680502995645e+00 -1.051394767425210645e-02 2.347930828985537034e-04 2.287820120933263356e-07 1.094834230893079917e-07
1.640000000000000000e+02 1.120130447790667061e+00 -1.031700208513835863e-02 2.296944383890601744e-04 2.286587012061313807e-07 1.088758865801081279e-07
1.650000000000000000e+02 1.113354418466722118e+00 -1.011776955860399681e-02 2.246434621924262693e-04 2.285341538606796002e-07 1.082732480176758893e-07
1.660000000000000000e+02 1.106582246140549675e+00 -9.916356113377952294e-03 2.196445909324995071e-04 2.284082472304159495e-07 1.076754593313974191e-07
1.670000000000000000e+02 1.099813569210452702e+00 -9.712850328463057403e-03 2.147020698485784646e-04 2.282808846632198963e-07 1.070824802421285499e-07
1.680000000000000000e+02 1.093048093881710203e+00 -9.507387635724045410e-03 2.098199310714204068e-04 2.281519968306885490e-07 1.064942884140760529e-07
1.690000000000000000e+02 1.086285538599530254e+00 -9.300049230885782184e-03 2.050019933428827868e-04 2.280215425231098745e-07 1.059108864948800959e-07
1.700000000000000000e+02 1.079525633510392879e+00 -9.090929374478128391e-03 2.002502661526349675e-04 2.278895092075931146e-07 1.053322021611297389e-07
1.710000000000000000e+02 1.072766533057115446e+00 -8.880118708032491356e-03 1.955698130046996789e-04 2.277559132406442508e-07 1.047582382527000182e-07
1.720000000000000000e+02 1.066011181410922104e+00 -8.667720085319047252e-03 1.909638678865911471e-04 2.276207997887007356e-07 1.041889848239755480e-07
1.730000000000000000e+02 1.059256184779728605e+00 -8.453816799836640777e-03 1.864354875633956760e-04 2.274842424665045389e-07 1.036243828487080985e-07
1.740000000000000000e+02 1.052501368416449923e+00 -8.238504290883781264e-03 1.819875595764000457e-04 2.273463426818804744e-07 1.030644348448458172e-07
1.750000000000000000e+02 1.045748080529619317e+00 -8.021904553109124314e-03 1.776258406291001508e-04 2.272072286949266724e-07 1.025091307527108688e-07
1.760000000000000000e+02 1.038994611571808724e+00 -7.804089662032346643e-03 1.733513013453980988e-04 2.270670544283516173e-07 1.019584242311550614e-07
1.770000000000000000e+02 1.032240809428371708e+00 -7.585143757901863584e-03 1.691692800286614387e-04 2.269259980196403871e-07 1.014122694782388699e-07
1.780000000000000000e+02 1.025485063737826330e+00 -7.365162326399361283e-03 1.650819136930622641e-04 2.267842601601599985e-07 1.008706925651030715e-07
1.790000000000000000e+02 1.018728732780607826e+00 -7.144222544186177443e-03 1.610912097849833097e-04 2.266420621539602410e-07 1.003336476102826661e-07
1.800000000000000000e+02 1.011971682692928587e+00 -6.922427209423113494e-03 1.572019172021797543e-04 2.264996440617478306e-07 9.980108925858456074e-08
1.810000000000000000e+02 1.005212368632022679e+00 -6.699874950210237511e-03 1.534171239097883391e-04 2.263572621579803970e-07 9.927304289810952211e-08
1.820000000000000000e+02 9.984521160462561662e-01 -6.476646377098122659e-03 1.497397462082889776e-04 2.262151867579060270e-07 9.874943980930514423e-08
1.830000000000000000e+02 9.916908291001447218e-01 -6.252832473821438516e-03 1.461711431874143251e-04 2.260736996741015724e-07 9.823027793355912216e-08
1.840000000000000000e+02 9.849271316526955200e-01 -6.028533240090506486e-03 1.427152921009956722e-04 2.259330916642232805e-07 9.771552788832564899e-08
1.850000000000000000e+02 9.781624411370862804e-01 -5.803790075046836444e-03 1.393759543078432108e-04 2.257936597642803402e-07 9.720512185547110743e-08
1.860000000000000000e+02 9.713954312309727168e-01 -5.578723287079695795e-03 1.361540074360645251e-04 2.256557046232036479e-07 9.669900392451364050e-08
1.870000000000000000e+02 9.646274874798780319e-01 -5.353395111263574251e-03 1.330517122451081312e-04 2.255195278338276525e-07 9.619716382758262903e-08
1.880000000000000000e+02 9.578586238735666836e-01 -5.127904664053033017e-03 1.300729016634295321e-04 2.253854292444033075e-07 9.569951160667635320e-08
1.890000000000000000e+02 9.510875542820124151e-01 -4.902320980429529171e-03 1.272196474306831781e-04 2.252537043523401080e-07 9.520604809737423370e-08
